Client_ID,Age,Gender,Education,Income,Loan_Amount,Loan_Purpose,Credit_Score,Interest_Rate,Loan_Term_Years,Employment_Type,Default_Status
24073,47,Female,Under Graduate,153181,375902,Education,554,25.28,10,Salaried,0
24074,36,Male,Graduate,141710,613925,Home,358,19.62,10,Salaried,0
24075,26,Female,Under Graduate,164437,688381,Home,847,24.77,5,Salaried,0
24076,60,Male,Post Graduate,49145,1126483,Business,357,27.64,10,Self-Employed,0
24077,33,Female,Graduate,97935,279399,Personal,406,25.51,5,Salaried,0
24078,55,Female,Graduate,90621,898722,Car,690,24.33,10,Business,0
24079,39,Male,Graduate,174892,73645,Car,606,12.13,10,Self-Employed,0
24080,32,Male,Under Graduate,100195,955062,Education,825,25.2,7,Salaried,0
24081,36,Female,Graduate,41274,1066871,Business,707,11.32,3,Business,0
24082,63,Male,Post Graduate,160146,205172,Home,557,18.25,7,Business,1
24083,30,Female,Under Graduate,126057,1185605,Car,419,18.05,10,Salaried,0
24084,45,Female,Post Graduate,30987,850459,Car,672,18.37,7,Business,0
24085,40,Male,Under Graduate,148603,575522,Personal,590,22.46,10,Salaried,0
24086,51,Male,Graduate,82538,1159905,Personal,453,15.92,5,Self-Employed,0
24087,24,Male,Post Graduate,147571,244682,Education,651,17.13,10,Self-Employed,0
24088,64,Female,Under Graduate,130324,614682,Personal,442,21.18,7,Self-Employed,0
24089,43,Female,Post Graduate,108291,1174637,Car,662,21.65,10,Salaried,0
24090,22,Male,Post Graduate,84082,206409,Personal,437,16.75,5,Business,0
24091,42,Female,Under Graduate,161299,402575,Personal,807,9.04,7,Salaried,0
24092,57,Female,Graduate,27148,217832,Car,582,13.18,1,Salaried,0
24093,28,Male,Under Graduate,50900,914377,Car,540,26.88,5,Self-Employed,0
24094,27,Female,Under Graduate,31771,155706,Car,709,26.55,3,Business,0
24095,34,Female,Graduate,86461,1029737,Home,445,20.99,3,Business,0
24096,23,Female,Under Graduate,58989,965884,Personal,748,11.7,5,Salaried,1
24097,36,Male,Graduate,52996,871979,Car,650,9.91,5,Salaried,0
24098,39,Male,Post Graduate,46997,737229,Personal,618,26.99,10,Salaried,0
24099,38,Female,Under Graduate,49488,1048149,Personal,486,25.46,5,Business,0
24100,36,Male,Under Graduate,129752,495983,Personal,686,15.96,15,Business,0
24101,28,Female,Under Graduate,42975,302106,Personal,618,20.59,5,Salaried,0
24102,53,Male,Under Graduate,57310,192509,Personal,313,26.28,5,Salaried,0
24103,32,Female,Graduate,84254,114308,Personal,478,10.76,10,Self-Employed,0
24104,31,Female,Post Graduate,113264,891693,Personal,382,20.73,7,Self-Employed,0
24105,25,Female,Graduate,123197,508627,Personal,412,26.39,3,Self-Employed,1
24106,47,Female,Graduate,45809,195869,Car,393,24.73,5,Salaried,0
24107,32,Male,Graduate,125730,623549,Home,530,13.74,1,Business,1
24108,37,Female,Under Graduate,63995,852886,Business,751,27.04,3,Salaried,1
24109,26,Female,Post Graduate,144189,659935,Business,794,12.06,3,Business,1
24110,53,Male,Under Graduate,77812,137396,Business,675,12.17,1,Business,0
24111,25,Male,Under Graduate,79760,1043520,Home,399,9.93,3,Business,0
24112,48,Female,Graduate,146675,493086,Personal,617,10.36,10,Self-Employed,0
24113,34,Female,Post Graduate,124419,221576,Business,766,23.23,7,Self-Employed,1
24114,25,Male,Graduate,37507,467335,Home,845,13.52,7,Salaried,0
24115,53,Female,Post Graduate,54388,409078,Car,578,25.38,10,Salaried,0
24116,61,Female,Under Graduate,82164,173006,Education,793,25.15,7,Self-Employed,0
24117,39,Female,Post Graduate,105894,107769,Car,734,10.33,7,Salaried,0
24118,42,Female,Under Graduate,77095,590177,Car,405,18.65,10,Salaried,0
24119,25,Female,Under Graduate,100469,1154970,Personal,483,22.79,7,Business,0
24120,22,Female,Post Graduate,119774,134245,Personal,796,21.65,7,Salaried,0
24121,50,Female,Under Graduate,133855,806099,Home,499,10.07,3,Salaried,0
24122,59,Female,Graduate,96189,200274,Car,692,14.43,1,Self-Employed,0
24123,24,Female,Graduate,135964,1014540,Business,675,20.24,3,Salaried,0
24124,53,Male,Graduate,166372,453742,Education,313,19.69,7,Self-Employed,1
24125,33,Male,Graduate,160920,153476,Business,362,24.28,5,Salaried,0
24126,40,Male,Graduate,122945,370632,Business,531,9.12,5,Business,0
24127,27,Female,Under Graduate,27176,1020146,Car,748,17.61,5,Self-Employed,0
24128,35,Female,Post Graduate,93915,197384,Home,834,24.98,10,Salaried,0
24129,43,Female,Post Graduate,65663,428611,Education,715,27.87,10,Self-Employed,0
24130,34,Male,Graduate,26788,659355,Personal,679,10.57,1,Self-Employed,1
24131,43,Male,Graduate,26282,607961,Home,534,20.92,3,Salaried,0
24132,39,Female,Graduate,132218,1062625,Education,833,8.03,5,Salaried,1
24133,49,Male,Post Graduate,25375,1010311,Business,512,14.99,3,Salaried,1
24134,40,Male,Post Graduate,38610,1072755,Business,456,16.9,3,Self-Employed,0
24135,49,Female,Post Graduate,138781,151820,Personal,672,14.92,1,Business,0
24136,44,Female,Post Graduate,145194,684514,Personal,528,20.49,15,Salaried,0
24137,38,Male,Under Graduate,152412,1039031,Personal,720,8.31,3,Salaried,1
24138,30,Female,Graduate,93519,606412,Home,728,26.17,5,Business,0
24139,61,Male,Under Graduate,127345,1196762,Personal,425,14.37,7,Salaried,0
24140,28,Male,Post Graduate,52088,124244,Personal,341,11.01,3,Salaried,0
24141,46,Male,Post Graduate,131318,1115060,Car,403,16.66,10,Business,0
24142,49,Female,Graduate,178432,318204,Personal,461,18.28,7,Self-Employed,0
24143,30,Male,Graduate,94063,112571,Business,673,9.04,7,Self-Employed,0
24144,37,Male,Graduate,110915,978525,Home,542,23.98,3,Self-Employed,0
24145,22,Female,Under Graduate,82294,50027,Personal,373,22.75,10,Self-Employed,1
24146,26,Female,Post Graduate,66661,643160,Education,379,18.24,1,Salaried,1
24147,25,Male,Under Graduate,94090,593034,Business,661,11.72,5,Salaried,1
24148,48,Female,Post Graduate,169477,61416,Business,607,26.53,5,Salaried,0
24149,61,Female,Graduate,66185,1002647,Home,616,23.88,1,Salaried,0
24150,25,Male,Post Graduate,88105,181119,Business,717,12.67,7,Self-Employed,0
24151,38,Female,Graduate,109301,89826,Car,404,22.72,5,Salaried,0
24152,46,Male,Under Graduate,113142,88301,Personal,758,10.03,3,Self-Employed,1
24153,40,Female,Under Graduate,31578,376716,Home,302,10.37,3,Salaried,0
24154,61,Female,Under Graduate,124358,1173073,Home,786,16.89,7,Business,0
24155,47,Male,Post Graduate,50202,772258,Home,555,22.03,3,Salaried,0
24156,32,Male,Post Graduate,99963,954460,Home,759,26.35,5,Self-Employed,1
24157,27,Female,Under Graduate,44381,651844,Personal,532,27.42,7,Self-Employed,0
24158,23,Female,Graduate,104005,251480,Home,592,21.84,7,Self-Employed,0
24159,30,Female,Under Graduate,148730,68916,Home,677,23.66,10,Salaried,0
24160,54,Male,Post Graduate,170167,701663,Personal,568,18.21,7,Salaried,0
24161,45,Female,Under Graduate,59615,213544,Personal,794,9.12,5,Salaried,0
24162,55,Male,Under Graduate,25802,981210,Personal,433,10.51,5,Salaried,0
24163,36,Female,Under Graduate,123533,213178,Personal,594,27.42,3,Salaried,0
24164,22,Female,Post Graduate,134831,765741,Home,373,15.86,15,Business,0
24165,44,Female,Graduate,31841,231418,Personal,422,23.44,15,Salaried,0
24166,30,Female,Post Graduate,121572,885684,Car,453,12.41,10,Self-Employed,0
24167,58,Female,Under Graduate,84660,1166573,Personal,710,18.66,3,Salaried,0
24168,42,Male,Under Graduate,132187,111468,Business,833,11.05,10,Salaried,0
24169,46,Male,Graduate,120489,860648,Personal,379,24.17,15,Salaried,0
24170,63,Male,Post Graduate,38921,627089,Personal,532,11.36,15,Business,0
24171,59,Female,Graduate,157817,579134,Car,537,22.12,15,Salaried,0
24172,47,Male,Under Graduate,51443,159572,Car,364,11.02,7,Salaried,1
24173,49,Male,Graduate,35016,250943,Home,392,24.37,3,Salaried,1
24174,58,Female,Post Graduate,98755,1111936,Business,333,18.06,7,Salaried,0
24175,40,Female,Graduate,133264,342889,Personal,522,16.25,3,Self-Employed,0
24176,47,Male,Graduate,49012,1198001,Home,499,14.74,10,Business,0
24177,61,Male,Under Graduate,107617,293099,Personal,762,21.75,3,Salaried,0
24178,40,Male,Graduate,169621,821384,Home,819,9.76,3,Salaried,0
24179,64,Male,Graduate,120064,241696,Car,747,25.12,3,Business,0
24180,39,Male,Graduate,97974,1092245,Personal,463,23.22,7,Salaried,0
24181,40,Male,Post Graduate,41251,378276,Personal,329,15.46,7,Business,0
24182,55,Male,Post Graduate,57860,278902,Home,394,27.55,5,Business,0
24183,22,Female,Graduate,157652,120072,Personal,660,24.64,3,Business,1
24184,50,Male,Post Graduate,68201,311898,Car,702,13.42,5,Salaried,0
24185,54,Female,Graduate,97919,190228,Personal,525,25.75,15,Salaried,0
24186,42,Female,Under Graduate,114499,223669,Business,412,9.98,15,Business,0
24187,23,Female,Under Graduate,166608,409398,Car,549,21.79,5,Self-Employed,0
24188,26,Male,Under Graduate,89936,697394,Home,744,10.63,3,Salaried,0
24189,35,Male,Under Graduate,71922,305256,Home,761,27.52,15,Business,0
24190,47,Female,Graduate,45344,891373,Car,841,8.99,3,Business,0
24191,30,Male,Graduate,143865,795985,Home,370,12.66,10,Salaried,0
24192,29,Male,Under Graduate,133581,1000483,Education,549,18.6,3,Salaried,1
24193,53,Female,Graduate,44780,280145,Car,493,19.68,15,Salaried,0
24194,52,Male,Graduate,78210,991419,Home,590,18.26,3,Salaried,1
24195,26,Female,Graduate,20661,425898,Business,780,22.8,5,Self-Employed,0
24196,61,Female,Post Graduate,86214,184330,Personal,734,8.03,7,Self-Employed,1
24197,56,Female,Post Graduate,77146,93357,Personal,489,19.28,1,Salaried,0
24198,22,Female,Graduate,72452,149180,Home,745,20.3,5,Salaried,1
24199,49,Male,Graduate,64505,675509,Business,331,12.18,5,Business,0
24200,24,Female,Under Graduate,174779,174480,Personal,700,21.18,5,Self-Employed,1
24201,21,Male,Graduate,136953,1100850,Education,798,21.08,1,Self-Employed,0
24202,39,Male,Under Graduate,122594,576027,Education,318,18.6,7,Salaried,0
24203,46,Male,Graduate,25647,924018,Home,652,13.19,5,Salaried,1
24204,45,Male,Post Graduate,165136,823238,Personal,484,16.33,3,Business,1
24205,30,Female,Graduate,77083,718909,Home,811,13.45,3,Self-Employed,0
24206,35,Female,Graduate,125010,212582,Home,524,23.39,10,Self-Employed,0
24207,42,Female,Post Graduate,48979,1194544,Business,691,20.37,3,Business,0
24208,41,Female,Post Graduate,175064,641354,Personal,562,11.02,7,Salaried,0
24209,42,Female,Under Graduate,53288,863056,Business,326,19.35,1,Business,0
24210,56,Male,Under Graduate,156714,300583,Personal,533,26.07,15,Salaried,0
24211,54,Female,Graduate,66698,987921,Business,655,24.66,1,Business,0
24212,50,Male,Graduate,23884,95978,Personal,408,25.82,5,Salaried,0
24213,45,Male,Graduate,136564,161215,Personal,719,26.34,7,Self-Employed,0
24214,48,Female,Graduate,55509,737858,Personal,318,11.76,7,Salaried,0
24215,21,Male,Post Graduate,51649,180913,Personal,424,22.39,10,Business,1
24216,24,Male,Under Graduate,116068,876885,Car,390,20.89,15,Salaried,1
24217,27,Female,Post Graduate,118954,56023,Car,739,8.67,10,Self-Employed,0
24218,29,Female,Under Graduate,31036,414134,Home,635,23.56,7,Salaried,0
24219,56,Female,Post Graduate,104571,625380,Personal,835,12.14,1,Salaried,0
24220,39,Male,Under Graduate,29747,1021052,Business,451,26.34,5,Salaried,0
24221,21,Female,Graduate,66692,767893,Personal,457,24.71,3,Salaried,1
24222,30,Female,Under Graduate,76777,103405,Home,541,23.38,5,Self-Employed,0
24223,56,Male,Under Graduate,82108,190618,Home,476,21.94,3,Salaried,0
24224,29,Female,Graduate,127008,88793,Car,462,17.4,10,Salaried,0
24225,62,Male,Graduate,70387,732066,Personal,447,23.96,5,Salaried,1
24226,52,Male,Under Graduate,156590,483737,Personal,591,24.38,3,Salaried,0
24227,52,Female,Under Graduate,26277,335550,Business,669,9.97,5,Salaried,0
24228,26,Male,Graduate,95877,676701,Education,408,14.62,5,Salaried,0
24229,58,Male,Post Graduate,137120,1134611,Home,644,14.33,5,Business,0
24230,37,Female,Graduate,43613,433904,Personal,669,10.49,3,Salaried,1
24231,30,Female,Post Graduate,152031,382934,Business,321,27.52,10,Salaried,0
24232,47,Female,Graduate,72100,775099,Education,492,19.67,1,Self-Employed,1
24233,55,Male,Graduate,157008,1086918,Home,450,19.8,3,Salaried,0
24234,41,Male,Post Graduate,179750,421418,Home,594,15.65,7,Salaried,0
24235,45,Female,Under Graduate,174114,586740,Business,386,23.37,7,Salaried,0
24236,48,Female,Under Graduate,162714,203753,Personal,337,17.51,1,Salaried,0
24237,35,Female,Graduate,126940,984936,Personal,474,22.84,7,Self-Employed,0
24238,24,Male,Under Graduate,39923,1116919,Business,690,25.56,3,Self-Employed,0
24239,49,Female,Graduate,29227,758210,Car,402,21.14,3,Business,0
24240,29,Male,Graduate,88580,418989,Business,727,20.46,1,Salaried,0
24241,47,Female,Under Graduate,133767,1153403,Car,520,23.74,5,Self-Employed,0
24242,46,Male,Post Graduate,142478,952940,Personal,468,18.06,10,Self-Employed,0
24243,39,Male,Graduate,119590,638525,Personal,725,24.23,7,Self-Employed,0
24244,48,Female,Graduate,95186,485417,Personal,762,9.85,10,Business,0
24245,37,Male,Post Graduate,161484,987818,Business,677,12.84,5,Salaried,0
24246,63,Male,Under Graduate,119934,490632,Education,788,26.49,1,Business,0
24247,61,Female,Under Graduate,105947,1173179,Education,705,11.42,10,Salaried,0
24248,62,Female,Under Graduate,39500,522853,Home,490,17.06,15,Self-Employed,0
24249,40,Male,Under Graduate,113066,328085,Personal,740,17.61,10,Business,1
24250,60,Male,Under Graduate,33024,928085,Personal,483,16.35,3,Salaried,1
24251,59,Male,Under Graduate,49088,299461,Personal,717,25.34,15,Salaried,1
24252,43,Female,Graduate,173900,583299,Business,834,22.99,15,Salaried,0
24253,52,Male,Under Graduate,139770,112969,Personal,327,24.2,10,Business,0
24254,53,Male,Graduate,147393,864996,Education,468,27.83,7,Salaried,0
24255,25,Female,Under Graduate,62440,978391,Education,309,27.5,3,Salaried,1
24256,63,Female,Graduate,118739,798557,Personal,406,25.84,3,Business,0
24257,54,Female,Under Graduate,108797,644429,Business,611,19.31,5,Self-Employed,0
24258,60,Female,Under Graduate,148848,669950,Business,437,14.03,10,Salaried,0
24259,31,Female,Under Graduate,37349,796589,Car,748,22.47,5,Self-Employed,1
24260,23,Male,Under Graduate,151287,297889,Home,803,26.99,5,Salaried,0
24261,53,Male,Graduate,162499,523779,Car,328,27.8,5,Business,1
24262,31,Male,Post Graduate,40704,408648,Home,729,20.26,10,Salaried,0
24263,36,Female,Graduate,148245,640064,Home,340,22.02,1,Salaried,0
24264,38,Female,Graduate,153777,854312,Business,328,13.57,10,Salaried,0
24265,50,Female,Graduate,101598,294579,Personal,349,12.03,10,Self-Employed,0
24266,30,Male,Graduate,61732,240922,Personal,796,20.78,10,Salaried,0
24267,38,Female,Post Graduate,171567,689279,Home,319,12.5,7,Business,0
24268,58,Female,Under Graduate,150241,79466,Personal,307,15.91,5,Salaried,0
24269,39,Female,Under Graduate,51233,677685,Business,399,17.85,5,Salaried,0
24270,56,Male,Graduate,141124,154351,Car,599,26.65,3,Salaried,1
24271,33,Female,Graduate,113267,757273,Home,368,27.55,7,Salaried,0
24272,23,Female,Graduate,93658,607661,Business,733,12.94,3,Salaried,0
24273,30,Male,Graduate,146160,277627,Personal,414,10.64,7,Salaried,0
24274,58,Female,Graduate,93785,214246,Personal,680,12.5,10,Self-Employed,1
24275,21,Female,Graduate,156018,378751,Business,684,18.38,3,Salaried,0
24276,47,Female,Post Graduate,24743,758721,Home,831,23.66,3,Salaried,0
24277,28,Male,Post Graduate,169299,686796,Business,584,18.44,5,Salaried,0
24278,62,Female,Post Graduate,140138,726365,Business,800,26.66,7,Salaried,0
24279,37,Female,Graduate,69612,924440,Home,552,20.75,5,Salaried,1
24280,29,Male,Under Graduate,94696,489093,Home,573,17.67,3,Self-Employed,0
24281,26,Male,Under Graduate,52068,374549,Education,672,23.41,3,Salaried,0
24282,63,Female,Graduate,164593,883706,Personal,765,27.07,3,Business,0
24283,45,Male,Graduate,158364,100604,Home,740,14.66,5,Business,0
24284,59,Female,Graduate,27629,658661,Personal,391,13.5,1,Self-Employed,0
24285,48,Male,Graduate,151361,1077669,Car,453,12.27,15,Salaried,1
24286,53,Female,Post Graduate,113397,836632,Personal,566,18.71,15,Salaried,0
24287,57,Female,Graduate,35791,1139169,Home,832,17.36,10,Salaried,0
24288,29,Female,Post Graduate,84407,72584,Business,496,12.94,10,Self-Employed,0
24289,38,Male,Graduate,108312,392100,Business,458,22.43,5,Salaried,0
24290,41,Male,Under Graduate,45308,544280,Education,408,13.95,5,Salaried,0
24291,22,Female,Graduate,141356,513673,Personal,491,23.13,5,Salaried,1
24292,63,Female,Post Graduate,171032,741841,Home,537,24.78,1,Salaried,0
24293,58,Female,Graduate,142673,704349,Car,682,25.32,3,Self-Employed,0
24294,60,Female,Graduate,100986,858468,Personal,709,10.93,5,Salaried,0
24295,56,Male,Under Graduate,125152,938353,Personal,347,14.12,15,Self-Employed,0
24296,63,Male,Post Graduate,24937,863428,Personal,735,18.48,15,Salaried,0
24297,57,Female,Graduate,96519,890774,Personal,639,24.91,10,Self-Employed,0
24298,35,Male,Post Graduate,161302,560798,Business,377,16.02,5,Salaried,1
24299,48,Male,Post Graduate,116422,665654,Home,432,21.2,3,Salaried,0
24300,38,Male,Post Graduate,51994,1135963,Business,695,17.09,5,Self-Employed,1
24301,54,Female,Graduate,162782,907156,Personal,824,8.59,15,Salaried,0
24302,42,Female,Under Graduate,149272,87734,Personal,539,14.33,10,Salaried,0
24303,31,Male,Graduate,64477,1114918,Education,646,23.13,5,Self-Employed,0
24304,33,Male,Graduate,51881,598212,Home,774,22.61,10,Salaried,0
24305,24,Female,Graduate,142822,932587,Home,827,25.67,10,Salaried,0
24306,42,Female,Under Graduate,148941,398257,Home,734,19.86,5,Salaried,0
24307,27,Female,Under Graduate,24437,786050,Home,696,23.33,5,Business,0
24308,63,Male,Under Graduate,89456,960024,Business,597,16.3,5,Salaried,0
24309,44,Male,Under Graduate,165785,1140209,Home,498,14.99,1,Salaried,0
24310,24,Male,Under Graduate,86663,742732,Business,537,14.8,5,Business,0
24311,48,Female,Post Graduate,75753,591614,Education,480,11.18,1,Salaried,1
24312,35,Female,Under Graduate,94718,646107,Car,300,16.76,10,Salaried,0
24313,21,Female,Under Graduate,105406,873036,Car,651,24.21,7,Salaried,1
24314,23,Female,Graduate,84388,150732,Education,820,8.24,5,Business,0
24315,34,Female,Post Graduate,57495,916706,Business,566,19.5,1,Salaried,1
24316,58,Male,Under Graduate,156581,946302,Personal,706,11.46,1,Business,0
24317,21,Male,Under Graduate,177105,620104,Home,418,22.88,3,Salaried,0
24318,58,Male,Under Graduate,70203,224985,Education,560,10.8,5,Salaried,0
24319,58,Female,Under Graduate,50487,982918,Personal,841,11.28,7,Salaried,1
24320,41,Male,Under Graduate,137275,1091636,Home,623,8.85,5,Salaried,0
24321,49,Female,Post Graduate,170713,385071,Education,472,16.85,5,Business,0
24322,25,Male,Graduate,24867,467527,Personal,657,20.95,7,Salaried,1
24323,30,Male,Graduate,94599,871874,Home,788,13.78,1,Business,0
24324,48,Female,Post Graduate,75984,708684,Business,354,8.83,5,Business,0
